name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
정우영,65,75,3.12,4,4,10,1,30,5,20,4,1,5,83.3,1,5,1,0,30,10,55,14,25.5,22,6,27.3,1.15,17.37,1.72,2.49
최동환,54,57,3.47,4,1,10,0,14,0,4,2,1,3,57.1,0,1,1,0,10,6,32,11,34.4,8,2,25,1.06,14.63,0.8,1.04
진해수,76,50,4.32,4,2,18,6,6,0,22,5,0,5,81.5,0,3,0,0,14,16,48,10,20.8,52,16,30.8,0.66,12.64,1.42,0.99
송은범,55,53.2,3.86,4,1,10,1,13,2,6,0,0,0,100,0,0,0,0,12,9,29,12,41.4,25,6,24,0.98,16.04,1.07,0.91
최성훈,48,33.1,3.51,0,0,11,2,9,0,2,0,0,0,100,0,1,0,0,4,6,22,9,40.9,24,8,33.3,0.69,11.58,0.62,0.75
이정용,34,34,3.71,3,0,4,0,9,0,4,1,0,1,80,0,2,1,0,6,5,20,5,25,17,1,5.9,1,17.21,0.96,0.69
고우석,40,41.2,4.1,0,4,8,0,12,17,1,4,0,4,81.8,4,0,3,0,14,5,20,4,20,6,0,0,1.04,17.85,1.63,0.5
임찬규,1,5.2,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,11,12,0,0,,12,4,33.3,5.67,92,0.64,0.33
남호,3,7,2.57,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,1,2,0,0,,0,0,,2.33,38,0.02,0.19
성재헌,4,4.1,4.15,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,1,0,2,0,0,3,1,33.3,1.08,18.25,0.71,0.14
이민호,4,7,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,1,7,5,2,0,0,9,2,22.2,1.75,26,0.28,0.13
류원석,3,2.2,3.38,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,5,3,60,0.89,27,0.07,0.07
김윤식,12,15,6.6,0,0,1,0,4,0,2,0,0,0,100,0,0,0,0,2,9,3,0,0,14,5,35.7,1.25,19.92,0.47,0.04
이찬혁,4,3.1,5.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,100,0,0,,0.83,18.25,0.02,0.02
김대현,33,32.1,5.85,4,0,2,0,10,0,3,2,0,2,60,0,1,1,0,6,6,21,5,23.8,18,9,50,0.98,18.15,1.01,-0.01
한선태,1,1,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,29,0.02,-0.05
정용운,3,1.2,16.2,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,1,1,100,0.56,12,0.21,-0.06
이우찬,3,1,36,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,7,3,42.9,0.33,17.67,0.05,-0.08
문광은,4,4,11.25,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,100,0,0,,1,19,0.05,-0.09
김지용,4,3.2,14.73,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,,0.92,17.75,0.1,-0.14
백청훈,2,1.1,20.25,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,100,0,0,,0.67,16,0.04,-0.14
김대유,3,2.1,23.14,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,3,3,100,0.78,18.33,0.18,-0.23
이상규,28,31,6.68,2,3,2,0,8,4,1,1,0,1,83.3,0,0,0,0,3,6,15,7,46.7,19,4,21.1,1.11,20.5,1.02,-0.4
여건욱,25,27.2,7.16,1,3,3,0,8,1,2,0,1,1,75,0,0,0,1,1,4,18,10,55.6,8,6,75,1.11,17.88,0.57,-0.51
차우찬,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,6,0,0,,4,2,50,,,,
윌슨,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,9,0,0,,10,4,40,,,,
켈리,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16,8,0,0,,0,0,,,,,
정찬헌,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,0,0,,9,6,66.7,,,,
